rownames,year,age,race,sex,educ,relactiv,pid,abortion
49932,2006,30.0,White,Female,16.0,10.0,6.0,1.0
49937,2006,23.0,White,Female,12.0,3.0,1.0,1.0
49938,2006,27.0,Black,Female,14.0,8.0,1.0,1.0
49939,2006,55.0,White,Male,13.0,5.0,6.0,1.0
49941,2006,63.0,Black,Male,20.0,2.0,0.0,1.0
49942,2006,27.0,White,Female,15.0,5.0,5.0,1.0
49943,2006,42.0,White,Female,12.0,3.0,1.0,1.0
49944,2006,36.0,White,Male,14.0,1.0,5.0,1.0
49945,2006,41.0,White,Male,13.0,6.0,5.0,0.0
49946,2006,45.0,White,Male,9.0,1.0,3.0,1.0
49948,2006,42.0,White,Female,12.0,1.0,3.0,1.0
49949,2006,41.0,White,Male,16.0,3.0,6.0,1.0
49950,2006,47.0,White,Male,15.0,4.0,5.0,1.0
49951,2006,44.0,White,Male,10.0,1.0,3.0,1.0
49952,2006,55.0,White,Female,13.0,5.0,2.0,0.0
49953,2006,57.0,White,Male,11.0,1.0,2.0,1.0
49954,2006,37.0,White,Female,14.0,8.0,3.0,1.0
49955,2006,44.0,White,Male,14.0,3.0,3.0,1.0
49958,2006,75.0,White,Female,12.0,3.0,6.0,1.0
49959,2006,30.0,White,Male,12.0,4.0,3.0,1.0
49960,2006,76.0,White,Male,12.0,2.0,0.0,1.0
49962,2006,49.0,White,Male,11.0,6.0,5.0,1.0
49963,2006,49.0,White,Female,12.0,1.0,3.0,1.0
49965,2006,87.0,White,Male,8.0,3.0,6.0,0.0
49977,2006,60.0,White,Male,13.0,1.0,0.0,1.0
49978,2006,62.0,White,Female,6.0,3.0,3.0,1.0
49979,2006,46.0,White,Female,10.0,3.0,3.0,1.0
49984,2006,69.0,White,Female,12.0,7.0,1.0,1.0
49986,2006,71.0,White,Male,11.0,1.0,3.0,1.0
49990,2006,55.0,White,Female,16.0,3.0,3.0,1.0
49991,2006,22.0,White,Female,13.0,2.0,3.0,1.0
49992,2006,42.0,Other,Female,4.0,1.0,0.0,0.0
49993,2006,61.0,White,Female,12.0,3.0,2.0,1.0
49995,2006,24.0,Other,Female,14.0,8.0,1.0,1.0
49996,2006,29.0,White,Female,12.0,3.0,1.0,0.0
49999,2006,30.0,White,Female,13.0,5.0,6.0,0.0
50001,2006,46.0,White,Male,11.0,1.0,2.0,1.0
50005,2006,21.0,White,Female,12.0,1.0,4.0,1.0
50006,2006,53.0,White,Female,12.0,1.0,6.0,1.0
50007,2006,26.0,White,Male,11.0,1.0,3.0,1.0
50011,2006,54.0,White,Female,10.0,1.0,0.0,1.0
50012,2006,68.0,White,Female,9.0,1.0,6.0,1.0
50015,2006,47.0,White,Female,14.0,6.0,2.0,1.0
50017,2006,60.0,White,Male,12.0,1.0,2.0,1.0
50019,2006,34.0,White,Female,14.0,7.0,3.0,1.0
50020,2006,62.0,White,Male,11.0,1.0,1.0,1.0
50028,2006,41.0,White,Female,16.0,2.0,5.0,1.0
50033,2006,39.0,White,Female,12.0,1.0,5.0,1.0
50035,2006,38.0,White,Male,15.0,1.0,6.0,1.0
50037,2006,32.0,White,Male,12.0,3.0,1.0,1.0
50040,2006,28.0,White,Female,9.0,1.0,3.0,1.0
50041,2006,41.0,White,Male,14.0,1.0,5.0,1.0
50044,2006,58.0,White,Female,12.0,5.0,5.0,1.0
50047,2006,56.0,White,Male,14.0,1.0,3.0,1.0
50050,2006,83.0,White,Female,12.0,3.0,0.0,1.0
50053,2006,41.0,White,Male,12.0,4.0,4.0,1.0
50056,2006,86.0,White,Female,8.0,1.0,6.0,1.0
50057,2006,54.0,White,Female,14.0,1.0,0.0,1.0
50059,2006,56.0,White,Female,12.0,4.0,4.0,1.0
50060,2006,47.0,White,Female,14.0,8.0,6.0,1.0
50061,2006,87.0,White,Male,8.0,3.0,6.0,1.0
50065,2006,66.0,White,Male,12.0,3.0,3.0,1.0
50074,2006,38.0,White,Female,12.0,1.0,5.0,1.0
50075,2006,66.0,White,Female,9.0,6.0,0.0,1.0
50077,2006,27.0,White,Female,9.0,1.0,3.0,1.0
50079,2006,54.0,White,Male,18.0,1.0,2.0,1.0
50080,2006,70.0,White,Male,8.0,4.0,5.0,1.0
50083,2006,62.0,White,Male,8.0,1.0,6.0,1.0
50084,2006,46.0,White,Male,12.0,1.0,3.0,1.0
50088,2006,26.0,White,Male,11.0,1.0,3.0,1.0
50093,2006,45.0,White,Male,12.0,3.0,0.0,1.0
50097,2006,30.0,White,Male,12.0,1.0,0.0,1.0
50099,2006,43.0,White,Male,12.0,1.0,6.0,1.0
50102,2006,49.0,White,Male,12.0,4.0,5.0,1.0
50104,2006,60.0,White,Male,14.0,3.0,1.0,1.0
50108,2006,48.0,White,Male,12.0,1.0,0.0,1.0
50111,2006,25.0,White,Female,11.0,5.0,3.0,0.0
50117,2006,55.0,White,Female,12.0,1.0,5.0,1.0
50120,2006,22.0,White,Female,15.0,8.0,5.0,0.0
50121,2006,22.0,White,Female,15.0,5.0,3.0,1.0
50123,2006,70.0,White,Female,12.0,2.0,1.0,1.0
50126,2006,29.0,White,Female,12.0,1.0,0.0,1.0
50130,2006,33.0,White,Female,13.0,6.0,5.0,1.0
50134,2006,81.0,White,Female,8.0,6.0,5.0,1.0
50135,2006,33.0,White,Male,12.0,8.0,5.0,0.0
50137,2006,65.0,White,Male,14.0,4.0,4.0,1.0
50138,2006,43.0,White,Female,17.0,3.0,1.0,1.0
50139,2006,60.0,White,Female,18.0,5.0,2.0,1.0
50143,2006,55.0,White,Male,13.0,4.0,6.0,1.0
50145,2006,40.0,White,Female,17.0,6.0,4.0,1.0
50147,2006,44.0,White,Male,14.0,3.0,3.0,0.0
50149,2006,45.0,White,Male,12.0,2.0,2.0,0.0
50153,2006,59.0,White,Female,16.0,1.0,2.0,1.0
50157,2006,37.0,White,Male,12.0,1.0,2.0,1.0
50158,2006,88.0,White,Female,13.0,5.0,5.0,1.0
50162,2006,89.0,White,Female,16.0,1.0,6.0,1.0
50165,2006,32.0,White,Female,13.0,2.0,5.0,1.0
50167,2006,71.0,White,Female,13.0,5.0,6.0,1.0
50173,2006,41.0,White,Female,16.0,1.0,1.0,1.0
50174,2006,42.0,White,Male,12.0,4.0,3.0,1.0
50176,2006,46.0,White,Male,12.0,1.0,2.0,1.0
50177,2006,64.0,Black,Female,9.0,8.0,3.0,1.0
50179,2006,59.0,White,Female,14.0,3.0,2.0,1.0
50192,2006,65.0,White,Female,12.0,1.0,1.0,1.0
50194,2006,67.0,Black,Female,11.0,7.0,0.0,1.0
50195,2006,43.0,White,Female,12.0,5.0,6.0,0.0
50196,2006,20.0,White,Female,9.0,1.0,4.0,1.0
50198,2006,20.0,White,Male,9.0,3.0,0.0,1.0
50201,2006,36.0,White,Male,11.0,1.0,3.0,1.0
50202,2006,20.0,White,Female,10.0,3.0,3.0,1.0
50203,2006,41.0,White,Male,16.0,4.0,5.0,1.0
50204,2006,52.0,White,Female,11.0,6.0,0.0,1.0
50207,2006,77.0,White,Female,11.0,1.0,6.0,1.0
50208,2006,31.0,White,Female,13.0,3.0,2.0,1.0
50210,2006,51.0,White,Male,10.0,1.0,3.0,1.0
50211,2006,31.0,Black,Female,12.0,1.0,3.0,0.0
50214,2006,30.0,White,Male,8.0,1.0,1.0,1.0
50215,2006,44.0,Black,Female,16.0,6.0,0.0,1.0
50219,2006,40.0,Other,Male,8.0,4.0,3.0,1.0
50221,2006,53.0,White,Female,14.0,3.0,3.0,1.0
50224,2006,30.0,Black,Male,12.0,1.0,1.0,1.0
50226,2006,43.0,White,Female,11.0,4.0,4.0,1.0
50228,2006,43.0,White,Male,16.0,3.0,2.0,1.0
50230,2006,51.0,White,Male,12.0,5.0,5.0,0.0
50231,2006,46.0,White,Female,14.0,4.0,3.0,1.0
50232,2006,40.0,White,Female,10.0,1.0,3.0,1.0
50233,2006,74.0,White,Female,10.0,1.0,3.0,0.0
50234,2006,32.0,White,Female,20.0,7.0,5.0,0.0
50239,2006,56.0,White,Female,11.0,5.0,3.0,1.0
50244,2006,49.0,White,Female,12.0,5.0,3.0,1.0
50251,2006,40.0,White,Female,11.0,3.0,3.0,1.0
50252,2006,61.0,White,Male,16.0,8.0,5.0,1.0
50253,2006,82.0,White,Female,12.0,4.0,1.0,1.0
50254,2006,48.0,White,Female,10.0,1.0,0.0,1.0
50255,2006,53.0,White,Male,10.0,7.0,5.0,1.0
50256,2006,45.0,White,Female,17.0,6.0,1.0,1.0
50257,2006,33.0,White,Female,14.0,3.0,2.0,0.0
50258,2006,45.0,White,Male,12.0,1.0,5.0,1.0
50259,2006,52.0,White,Female,12.0,6.0,5.0,0.0
50260,2006,18.0,White,Female,12.0,6.0,3.0,1.0
50262,2006,61.0,White,Male,11.0,7.0,5.0,1.0
50265,2006,19.0,White,Female,12.0,1.0,3.0,1.0
50269,2006,25.0,White,Female,16.0,6.0,6.0,0.0
50270,2006,32.0,White,Female,9.0,3.0,3.0,1.0
50271,2006,27.0,White,Male,14.0,1.0,3.0,0.0
50275,2006,38.0,White,Female,14.0,3.0,0.0,1.0
50278,2006,58.0,Other,Female,0.0,6.0,4.0,1.0
50279,2006,57.0,White,Female,12.0,6.0,2.0,1.0
50282,2006,22.0,White,Male,10.0,2.0,2.0,1.0
50283,2006,46.0,White,Female,14.0,2.0,1.0,1.0
50287,2006,34.0,White,Female,12.0,1.0,2.0,1.0
50288,2006,19.0,White,Male,12.0,5.0,5.0,1.0
50291,2006,61.0,White,Male,10.0,3.0,5.0,1.0
50292,2006,63.0,White,Female,12.0,1.0,1.0,1.0
50293,2006,63.0,White,Female,18.0,5.0,1.0,1.0
50294,2006,47.0,White,Male,14.0,1.0,2.0,1.0
50299,2006,44.0,White,Female,14.0,8.0,5.0,1.0
50303,2006,57.0,White,Male,14.0,4.0,4.0,0.0
50305,2006,53.0,White,Male,12.0,8.0,2.0,1.0
50308,2006,56.0,White,Female,11.0,7.0,1.0,1.0
50309,2006,67.0,White,Female,14.0,8.0,1.0,1.0
50312,2006,34.0,White,Male,12.0,4.0,2.0,1.0
50313,2006,61.0,White,Female,13.0,4.0,3.0,1.0
50314,2006,62.0,White,Female,12.0,3.0,4.0,1.0
50315,2006,38.0,White,Male,14.0,1.0,6.0,1.0
50316,2006,54.0,White,Female,12.0,7.0,1.0,1.0
50323,2006,63.0,White,Male,9.0,3.0,6.0,1.0
50325,2006,63.0,White,Female,6.0,7.0,1.0,1.0
50333,2006,28.0,White,Female,16.0,8.0,2.0,1.0
50334,2006,51.0,White,Female,18.0,4.0,2.0,1.0
50337,2006,74.0,White,Female,14.0,3.0,1.0,1.0
50338,2006,48.0,Black,Female,12.0,5.0,6.0,1.0
50339,2006,63.0,Black,Female,6.0,1.0,0.0,1.0
50340,2006,60.0,White,Male,16.0,1.0,5.0,1.0
50344,2006,89.0,White,Male,12.0,1.0,4.0,1.0
50345,2006,37.0,White,Male,17.0,2.0,5.0,1.0
50346,2006,63.0,White,Female,17.0,5.0,5.0,1.0
50349,2006,27.0,White,Male,12.0,1.0,5.0,0.0
50351,2006,47.0,White,Female,14.0,8.0,5.0,1.0
50359,2006,21.0,White,Male,14.0,3.0,5.0,0.0
50361,2006,46.0,White,Female,14.0,1.0,6.0,1.0
50362,2006,60.0,White,Female,16.0,4.0,2.0,1.0
50363,2006,75.0,Black,Female,2.0,5.0,3.0,1.0
50364,2006,27.0,White,Female,13.0,2.0,2.0,1.0
50366,2006,41.0,White,Female,17.0,5.0,5.0,1.0
50368,2006,37.0,White,Female,16.0,4.0,1.0,1.0
50372,2006,58.0,Black,Female,12.0,6.0,0.0,1.0
50374,2006,36.0,White,Female,12.0,1.0,3.0,1.0
50377,2006,64.0,White,Female,8.0,1.0,5.0,1.0
50380,2006,20.0,Black,Female,11.0,7.0,3.0,1.0
50382,2006,59.0,Other,Male,4.0,1.0,3.0,0.0
50383,2006,62.0,Black,Male,5.0,1.0,1.0,1.0
50389,2006,58.0,White,Male,16.0,1.0,3.0,1.0
50390,2006,36.0,White,Male,14.0,2.0,4.0,1.0
50391,2006,41.0,Black,Female,20.0,3.0,0.0,1.0
50392,2006,47.0,Black,Female,12.0,8.0,0.0,1.0
50394,2006,63.0,White,Female,11.0,9.0,0.0,0.0
50396,2006,54.0,Black,Female,15.0,2.0,0.0,1.0
50399,2006,46.0,Black,Male,8.0,2.0,2.0,1.0
50400,2006,44.0,Black,Female,4.0,8.0,2.0,1.0
50402,2006,59.0,Black,Female,11.0,6.0,0.0,1.0
50410,2006,33.0,Black,Male,11.0,1.0,3.0,1.0
50411,2006,33.0,Black,Male,11.0,3.0,0.0,1.0
50413,2006,46.0,Black,Male,12.0,4.0,0.0,1.0
50414,2006,34.0,White,Female,11.0,1.0,1.0,1.0
50417,2006,34.0,Black,Male,13.0,1.0,0.0,1.0
50418,2006,62.0,Black,Female,12.0,4.0,0.0,1.0
50419,2006,29.0,White,Male,11.0,1.0,6.0,1.0
50424,2006,48.0,White,Female,14.0,1.0,3.0,1.0
50425,2006,58.0,White,Male,16.0,2.0,5.0,1.0
50429,2006,21.0,White,Male,12.0,2.0,3.0,1.0
50432,2006,36.0,White,Male,20.0,10.0,5.0,1.0
50434,2006,66.0,White,Female,13.0,1.0,6.0,1.0
50438,2006,81.0,White,Female,14.0,7.0,6.0,0.0
50439,2006,18.0,White,Male,11.0,4.0,3.0,1.0
50440,2006,45.0,White,Female,12.0,5.0,6.0,1.0
50443,2006,38.0,White,Female,20.0,8.0,3.0,1.0
50444,2006,26.0,White,Female,12.0,4.0,1.0,1.0
50445,2006,28.0,Black,Female,14.0,5.0,1.0,1.0
50446,2006,80.0,Black,Female,0.0,1.0,3.0,0.0
50448,2006,43.0,Black,Female,12.0,8.0,0.0,0.0
50449,2006,49.0,Black,Male,11.0,3.0,0.0,0.0
50451,2006,32.0,Black,Male,14.0,8.0,3.0,1.0
50452,2006,57.0,Black,Female,12.0,4.0,0.0,1.0
50453,2006,67.0,White,Male,16.0,3.0,1.0,1.0
50456,2006,30.0,White,Female,14.0,5.0,1.0,1.0
50458,2006,62.0,White,Female,12.0,3.0,4.0,0.0
50460,2006,25.0,White,Male,13.0,4.0,3.0,0.0
50461,2006,63.0,White,Male,12.0,1.0,3.0,1.0
50463,2006,60.0,White,Male,15.0,3.0,2.0,1.0
50466,2006,40.0,White,Male,14.0,8.0,5.0,0.0
50467,2006,60.0,White,Female,12.0,1.0,3.0,1.0
50468,2006,70.0,White,Female,12.0,8.0,6.0,1.0
50469,2006,82.0,White,Male,6.0,1.0,0.0,1.0
50470,2006,73.0,White,Female,3.0,1.0,0.0,0.0
50477,2006,29.0,Black,Female,13.0,1.0,1.0,1.0
50478,2006,40.0,Black,Female,11.0,3.0,0.0,1.0
50480,2006,55.0,Black,Male,10.0,1.0,0.0,1.0
50483,2006,30.0,Black,Female,14.0,6.0,1.0,1.0
50485,2006,60.0,White,Male,12.0,5.0,1.0,1.0
50486,2006,43.0,White,Male,12.0,5.0,1.0,1.0
50489,2006,24.0,White,Female,12.0,4.0,3.0,1.0
50490,2006,26.0,Black,Male,12.0,4.0,4.0,1.0
50491,2006,38.0,Black,Female,13.0,3.0,1.0,1.0
50493,2006,48.0,Black,Male,13.0,5.0,0.0,1.0
50495,2006,24.0,Black,Male,13.0,3.0,0.0,1.0
50496,2006,26.0,Black,Female,14.0,5.0,3.0,1.0
50497,2006,24.0,White,Male,17.0,8.0,5.0,0.0
50503,2006,27.0,Black,Female,16.0,5.0,0.0,1.0
50505,2006,25.0,Black,Female,12.0,3.0,3.0,1.0
50506,2006,25.0,Black,Female,14.0,3.0,0.0,1.0
50507,2006,53.0,Black,Female,14.0,6.0,0.0,1.0
50509,2006,41.0,Black,Male,12.0,8.0,0.0,1.0
50512,2006,42.0,Black,Male,12.0,8.0,3.0,1.0
50513,2006,22.0,White,Female,13.0,1.0,1.0,1.0
50515,2006,49.0,Black,Male,12.0,4.0,1.0,1.0
50516,2006,25.0,White,Male,17.0,1.0,5.0,1.0
50518,2006,43.0,Black,Female,14.0,4.0,3.0,1.0
50521,2006,63.0,Black,Male,10.0,4.0,3.0,1.0
50535,2006,37.0,Black,Female,13.0,4.0,0.0,1.0
50544,2006,28.0,Other,Female,8.0,7.0,5.0,0.0
50545,2006,32.0,White,Female,13.0,8.0,6.0,0.0
50546,2006,59.0,White,Male,12.0,1.0,3.0,1.0
50547,2006,43.0,White,Female,13.0,1.0,6.0,0.0
50549,2006,50.0,White,Female,10.0,3.0,4.0,1.0
50554,2006,50.0,White,Female,12.0,1.0,2.0,1.0
50557,2006,36.0,White,Male,12.0,3.0,1.0,1.0
50560,2006,78.0,White,Female,13.0,8.0,0.0,1.0
50562,2006,22.0,Black,Female,12.0,5.0,3.0,1.0
50564,2006,40.0,White,Female,18.0,8.0,4.0,1.0
50567,2006,49.0,Black,Female,18.0,5.0,1.0,1.0
50572,2006,28.0,Other,Male,6.0,1.0,3.0,1.0
50574,2006,58.0,Black,Female,13.0,2.0,0.0,1.0
50576,2006,32.0,White,Female,12.0,1.0,3.0,1.0
50577,2006,54.0,Black,Female,12.0,8.0,0.0,1.0
50578,2006,74.0,Black,Female,12.0,3.0,0.0,1.0
50585,2006,71.0,Black,Male,6.0,1.0,1.0,1.0
50591,2006,38.0,Black,Male,15.0,3.0,1.0,0.0
50593,2006,29.0,White,Male,14.0,1.0,6.0,1.0
50596,2006,42.0,White,Male,12.0,3.0,1.0,1.0
50600,2006,52.0,White,Female,14.0,3.0,5.0,1.0
50601,2006,67.0,White,Female,12.0,3.0,3.0,1.0
50609,2006,65.0,White,Female,9.0,1.0,1.0,1.0
50610,2006,20.0,Other,Male,12.0,4.0,2.0,1.0
50613,2006,51.0,White,Female,14.0,10.0,5.0,1.0
50616,2006,73.0,White,Female,12.0,1.0,0.0,1.0
50618,2006,23.0,White,Female,14.0,8.0,2.0,0.0
50620,2006,43.0,White,Female,19.0,8.0,0.0,1.0
50623,2006,32.0,Other,Male,16.0,1.0,0.0,1.0
50624,2006,20.0,White,Male,12.0,1.0,0.0,1.0
50630,2006,59.0,White,Female,12.0,4.0,6.0,1.0
50632,2006,67.0,White,Male,10.0,1.0,3.0,1.0
50633,2006,35.0,White,Male,12.0,3.0,3.0,1.0
50635,2006,69.0,White,Male,14.0,7.0,5.0,1.0
50636,2006,36.0,White,Female,12.0,6.0,4.0,0.0
50637,2006,46.0,White,Male,12.0,1.0,4.0,1.0
50647,2006,31.0,White,Male,16.0,4.0,0.0,0.0
50648,2006,43.0,White,Female,14.0,3.0,3.0,1.0
50650,2006,63.0,White,Female,12.0,1.0,5.0,1.0
50653,2006,55.0,White,Male,16.0,5.0,3.0,1.0
50654,2006,30.0,White,Female,12.0,1.0,4.0,1.0
50658,2006,45.0,White,Male,13.0,1.0,3.0,1.0
50659,2006,33.0,White,Female,12.0,3.0,5.0,1.0
50661,2006,63.0,White,Male,12.0,1.0,0.0,1.0
50662,2006,53.0,White,Male,16.0,3.0,4.0,0.0
50666,2006,22.0,White,Female,10.0,2.0,4.0,0.0
50667,2006,63.0,White,Male,13.0,1.0,4.0,1.0
50670,2006,59.0,White,Female,16.0,5.0,5.0,1.0
50671,2006,59.0,White,Female,12.0,1.0,6.0,1.0
50675,2006,64.0,White,Male,9.0,2.0,0.0,1.0
50677,2006,38.0,White,Female,13.0,8.0,6.0,1.0
50684,2006,38.0,White,Male,13.0,2.0,6.0,1.0
50692,2006,39.0,White,Male,16.0,6.0,4.0,0.0
50693,2006,46.0,White,Male,13.0,8.0,2.0,1.0
50697,2006,64.0,Other,Male,5.0,6.0,3.0,1.0
50700,2006,23.0,White,Female,16.0,2.0,3.0,1.0
50704,2006,44.0,Other,Female,6.0,3.0,3.0,1.0
50709,2006,76.0,White,Male,9.0,1.0,2.0,1.0
50710,2006,59.0,White,Male,12.0,7.0,6.0,1.0
50711,2006,67.0,White,Male,15.0,1.0,5.0,1.0
50716,2006,56.0,Black,Male,14.0,5.0,3.0,1.0
50723,2006,68.0,White,Female,12.0,5.0,1.0,1.0
50725,2006,68.0,White,Female,12.0,1.0,0.0,1.0
50726,2006,36.0,White,Male,12.0,1.0,5.0,1.0
50728,2006,31.0,White,Female,13.0,6.0,5.0,1.0
50729,2006,23.0,White,Male,12.0,6.0,4.0,1.0
50730,2006,69.0,Other,Male,9.0,1.0,0.0,0.0
50733,2006,58.0,White,Female,12.0,1.0,3.0,1.0
50734,2006,48.0,White,Male,12.0,3.0,0.0,1.0
50735,2006,60.0,Other,Male,7.0,5.0,0.0,1.0
50739,2006,20.0,White,Male,13.0,1.0,3.0,1.0
50740,2006,71.0,White,Female,12.0,3.0,0.0,1.0
50741,2006,54.0,White,Female,16.0,1.0,0.0,1.0
50747,2006,27.0,Black,Male,10.0,3.0,1.0,1.0
50748,2006,37.0,White,Female,12.0,1.0,2.0,1.0
50749,2006,39.0,White,Female,12.0,1.0,1.0,1.0
50750,2006,41.0,White,Male,14.0,1.0,3.0,1.0
50753,2006,67.0,White,Male,17.0,8.0,6.0,1.0
50758,2006,71.0,White,Female,16.0,6.0,5.0,1.0
50763,2006,28.0,White,Female,9.0,1.0,3.0,1.0
50766,2006,73.0,White,Male,9.0,1.0,2.0,1.0
50767,2006,46.0,White,Female,13.0,1.0,0.0,1.0
50772,2006,28.0,White,Female,12.0,1.0,1.0,1.0
50773,2006,49.0,White,Male,12.0,1.0,0.0,1.0
50774,2006,30.0,White,Female,12.0,2.0,2.0,1.0
50775,2006,54.0,White,Male,16.0,4.0,3.0,1.0
50777,2006,26.0,White,Female,13.0,4.0,3.0,1.0
50778,2006,80.0,White,Male,11.0,8.0,1.0,1.0
50780,2006,45.0,Other,Male,14.0,3.0,3.0,1.0
50784,2006,42.0,Other,Female,14.0,4.0,1.0,1.0
50785,2006,45.0,White,Male,15.0,2.0,3.0,1.0
50787,2006,28.0,White,Female,18.0,4.0,1.0,1.0
50789,2006,57.0,Other,Female,4.0,1.0,3.0,1.0
50795,2006,22.0,White,Female,14.0,1.0,0.0,1.0
50803,2006,68.0,White,Female,20.0,1.0,5.0,1.0
50804,2006,60.0,White,Male,13.0,5.0,2.0,1.0
50805,2006,70.0,Other,Female,12.0,1.0,0.0,1.0
50807,2006,30.0,Other,Male,9.0,1.0,3.0,1.0
50809,2006,58.0,White,Male,14.0,6.0,6.0,0.0
50813,2006,21.0,Other,Male,14.0,2.0,1.0,1.0
50814,2006,59.0,White,Male,18.0,5.0,5.0,1.0
50815,2006,71.0,White,Male,14.0,7.0,5.0,1.0
50819,2006,53.0,Other,Female,12.0,1.0,1.0,1.0
50820,2006,58.0,White,Female,12.0,8.0,5.0,1.0
50824,2006,55.0,White,Male,16.0,1.0,5.0,1.0
50826,2006,75.0,White,Female,12.0,5.0,6.0,1.0
50830,2006,80.0,White,Female,12.0,8.0,5.0,0.0
50831,2006,33.0,White,Female,17.0,6.0,6.0,1.0
50835,2006,25.0,Other,Male,13.0,1.0,1.0,1.0
50837,2006,65.0,White,Female,12.0,4.0,1.0,1.0
50841,2006,73.0,White,Male,8.0,4.0,6.0,1.0
50844,2006,51.0,White,Male,10.0,3.0,1.0,1.0
50846,2006,31.0,White,Male,16.0,8.0,6.0,0.0
50850,2006,78.0,White,Male,18.0,1.0,6.0,1.0
50851,2006,25.0,White,Female,8.0,1.0,4.0,0.0
50853,2006,59.0,White,Female,13.0,4.0,3.0,0.0
50856,2006,54.0,White,Male,12.0,1.0,5.0,1.0
50857,2006,59.0,White,Male,16.0,2.0,6.0,1.0
50858,2006,70.0,White,Female,12.0,5.0,6.0,1.0
50859,2006,35.0,White,Male,12.0,1.0,3.0,1.0
50861,2006,37.0,White,Male,11.0,1.0,5.0,1.0
50862,2006,36.0,White,Female,13.0,1.0,2.0,1.0
50863,2006,47.0,White,Female,16.0,2.0,2.0,1.0
50864,2006,50.0,White,Female,16.0,5.0,2.0,1.0
50865,2006,22.0,White,Female,10.0,1.0,3.0,1.0
50869,2006,68.0,Black,Male,12.0,3.0,3.0,1.0
50872,2006,31.0,White,Male,14.0,1.0,4.0,1.0
50873,2006,49.0,White,Male,12.0,3.0,6.0,1.0
50874,2006,54.0,White,Male,13.0,4.0,5.0,1.0
50877,2006,36.0,Other,Female,6.0,1.0,5.0,1.0
50878,2006,41.0,White,Female,12.0,2.0,3.0,1.0
50880,2006,37.0,White,Female,15.0,1.0,4.0,1.0
50882,2006,57.0,White,Female,19.0,4.0,3.0,1.0
50883,2006,66.0,White,Female,13.0,1.0,3.0,1.0
50884,2006,36.0,White,Male,12.0,3.0,5.0,1.0
50885,2006,40.0,White,Female,12.0,1.0,1.0,1.0
50886,2006,35.0,White,Female,12.0,1.0,3.0,1.0
50888,2006,81.0,White,Female,12.0,3.0,4.0,1.0
50890,2006,54.0,White,Male,12.0,9.0,6.0,0.0
50892,2006,46.0,White,Female,12.0,1.0,6.0,1.0
50894,2006,53.0,White,Female,12.0,1.0,3.0,1.0
50904,2006,33.0,White,Female,8.0,1.0,0.0,1.0
50909,2006,48.0,White,Female,18.0,1.0,2.0,1.0
50910,2006,69.0,White,Male,19.0,5.0,2.0,1.0
50911,2006,27.0,Black,Male,12.0,3.0,5.0,1.0
50914,2006,64.0,Other,Female,15.0,4.0,6.0,1.0
50918,2006,43.0,White,Female,12.0,8.0,1.0,1.0
50921,2006,47.0,White,Female,15.0,8.0,0.0,1.0
50924,2006,39.0,White,Female,16.0,1.0,1.0,1.0
50925,2006,44.0,Black,Male,12.0,8.0,1.0,1.0
50927,2006,45.0,White,Female,17.0,1.0,1.0,1.0
50928,2006,51.0,Black,Female,16.0,8.0,1.0,1.0
50931,2006,35.0,Other,Female,8.0,1.0,3.0,1.0
50936,2006,40.0,Black,Female,12.0,6.0,3.0,1.0
50939,2006,87.0,White,Female,16.0,3.0,1.0,1.0
50946,2006,74.0,White,Male,12.0,8.0,0.0,1.0
50948,2006,59.0,White,Female,16.0,4.0,5.0,0.0
50949,2006,64.0,White,Female,12.0,3.0,1.0,1.0
50956,2006,60.0,White,Female,12.0,4.0,5.0,1.0
50958,2006,36.0,Other,Female,11.0,1.0,3.0,1.0
50959,2006,26.0,White,Male,18.0,6.0,4.0,1.0
50962,2006,51.0,White,Female,16.0,8.0,5.0,1.0
50963,2006,23.0,White,Male,16.0,3.0,3.0,1.0
50966,2006,44.0,Other,Female,14.0,7.0,3.0,1.0
50969,2006,88.0,White,Female,12.0,1.0,5.0,1.0
50971,2006,47.0,White,Male,12.0,1.0,5.0,1.0
50975,2006,72.0,White,Male,7.0,1.0,5.0,1.0
50978,2006,89.0,White,Female,12.0,1.0,6.0,1.0
50980,2006,50.0,White,Female,17.0,5.0,5.0,1.0
50981,2006,23.0,White,Female,13.0,1.0,5.0,1.0
50982,2006,42.0,Black,Male,12.0,2.0,0.0,1.0
50986,2006,62.0,White,Male,19.0,1.0,1.0,1.0
50990,2006,32.0,White,Female,7.0,1.0,3.0,0.0
50991,2006,33.0,White,Female,14.0,1.0,0.0,1.0
50995,2006,33.0,White,Male,12.0,1.0,5.0,1.0
50996,2006,67.0,White,Male,14.0,1.0,5.0,1.0
51000,2006,43.0,White,Male,16.0,1.0,5.0,1.0
51001,2006,19.0,Black,Female,14.0,1.0,0.0,1.0
51003,2006,24.0,Black,Female,14.0,2.0,1.0,1.0
51004,2006,62.0,Black,Male,14.0,1.0,1.0,1.0
51008,2006,81.0,White,Male,11.0,1.0,6.0,1.0
51010,2006,47.0,White,Female,14.0,8.0,6.0,0.0
51015,2006,23.0,White,Female,9.0,1.0,3.0,1.0
51022,2008,48.0,Other,Male,20.0,1.0,3.0,1.0
51024,2008,32.0,Black,Male,10.0,6.0,0.0,1.0
51025,2008,37.0,Black,Female,12.0,1.0,2.0,1.0
51027,2008,21.0,Black,Female,12.0,3.0,3.0,0.0
